"","year","quarter","GEOID","N"
"3702",2014,3,"06075033203",18
"3703",2014,3,"06075017902",64
"3704",2014,3,"06075980200",44
"3705",2014,3,"06075033204",30
"3706",2014,4,"06075023003",119
"3707",2014,4,"06075011000",525
"3708",2014,4,"06075016500",401
"3709",2014,4,"06075047600",372
"3710",2014,4,"06075040100",420
"3711",2014,4,"06075021100",238
"3712",2014,4,"06075026100",413
"3713",2014,4,"06075021800",221
"3714",2014,4,"06075980300",530
"3715",2014,4,"06075042601",164
"3716",2014,4,"06075012000",478
"3717",2014,4,"06075012201",471
"3718",2014,4,"06075016300",397
"3719",2014,4,"06075031100",476
"3720",2014,4,"06075020200",1170
"3721",2014,4,"06075022801",893
"3722",2014,4,"06075015300",191
"3723",2014,4,"06075017102",375
"3724",2014,4,"06075016802",591
"3725",2014,4,"06075012402",1155
"3726",2014,4,"06075016801",642
"3727",2014,4,"06075016700",759
"3728",2014,4,"06075016600",1033
"3729",2014,4,"06075016400",418
"3730",2014,4,"06075025900",211
"3731",2014,4,"06075025702",547
"3732",2014,4,"06075040200",431
"3733",2014,4,"06075025701",421
"3734",2014,4,"06075020800",2369
"3735",2014,4,"06075026401",92
"3736",2014,4,"06075020700",886
"3737",2014,4,"06075017802",1371
"3738",2014,4,"06075010100",329
"3739",2014,4,"06075016100",209
"3740",2014,4,"06075020600",689
"3741",2014,4,"06075026004",176
"3742",2014,4,"06075020300",583
"3743",2014,4,"06075026301",229
"3744",2014,4,"06075011902",216
"3745",2014,4,"06075011700",834
"3746",2014,4,"06075031202",113
"3747",2014,4,"06075045200",484
"3748",2014,4,"06075017700",2161
"3749",2014,4,"06075020900",572
"3750",2014,4,"06075020100",1994
"3751",2014,4,"06075030800",375
"3752",2014,4,"06075047802",173
"3753",2014,4,"06075012401",528
"3754",2014,4,"06075012501",756
"3755",2014,4,"06075032801",132
"3756",2014,4,"06075030202",254
"3757",2014,4,"06075980900",644
"3758",2014,4,"06075047901",351
"3759",2014,4,"06075013000",283
"3760",2014,4,"06075022803",331
"3761",2014,4,"06075030900",456
"3762",2014,4,"06075031302",322
"3763",2014,4,"06075030700",329
"3764",2014,4,"06075022903",362
"3765",2014,4,"06075042800",183
"3766",2014,4,"06075033000",433
"3767",2014,4,"06075022901",411
"3768",2014,4,"06075021000",282
"3769",2014,4,"06075010400",349
"3770",2014,4,"06075012301",281
"3771",2014,4,"06075980501",202
"3772",2014,4,"06075031201",270
"3773",2014,4,"06075012602",144
"3774",2014,4,"06075017601",2065
"3775",2014,4,"06075025300",557
"3776",2014,4,"06075012502",318
"3777",2014,4,"06075011100",791
"3778",2014,4,"06075020402",223
"3779",2014,4,"06075012100",355
"3780",2014,4,"06075013400",178
"3781",2014,4,"06075010700",386
"3782",2014,4,"06075061100",507
"3783",2014,4,"06075032802",119
"3784",2014,4,"06075030201",185
"3785",2014,4,"06075026303",86
"3786",2014,4,"06075015700",550
"3787",2014,4,"06075021400",197
"3788",2014,4,"06075010600",757
"3789",2014,4,"06075026001",204
"3790",2014,4,"06075045100",388
"3791",2014,4,"06075030301",240
"3792",2014,4,"06075030302",186
"3793",2014,4,"06075042700",197
"3794",2014,4,"06075013300",185
"3795",2014,4,"06075023200",397
"3796",2014,4,"06075010300",217
"3797",2014,4,"06075026402",133
"3798",2014,4,"06075030400",258
"3799",2014,4,"06075032700",315
"3800",2014,4,"06075013101",127
"3801",2014,4,"06075035300",262
"3802",2014,4,"06075016900",523
"3803",2014,4,"06075035201",322
"3804",2014,4,"06075010200",358
"3805",2014,4,"06075023001",240
"3806",2014,4,"06075023400",333
"3807",2014,4,"06075035400",393
"3808",2014,4,"06075022600",431
"3809",2014,4,"06075015400",414
"3810",2014,4,"06075061000",284
"3811",2014,4,"06075025600",221
"3812",2014,4,"06075047701",275
"3813",2014,4,"06075011300",208
"3814",2014,4,"06075016000",347
"3815",2014,4,"06075047902",338
"3816",2014,4,"06075047702",142
"3817",2014,4,"06075030101",256
"3818",2014,4,"06075061500",1058
"3819",2014,4,"06075061200",612
"3820",2014,4,"06075031000",188
"3821",2014,4,"06075022902",169
"3822",2014,4,"06075023102",197
"3823",2014,4,"06075047801",213
"3824",2014,4,"06075025500",594
"3825",2014,4,"06075022704",168
"3826",2014,4,"06075015500",246
"3827",2014,4,"06075010800",258
"3828",2014,4,"06075061400",217
"3829",2014,4,"06075016200",644
"3830",2014,4,"06075018000",616
"3831",2014,4,"06075021500",295
"3832",2014,4,"06075025403",211
"3833",2014,4,"06075025401",327
"3834",2014,4,"06075011200",183
"3835",2014,4,"06075026200",224
"3836",2014,4,"06075032901",174
"3837",2014,4,"06075980200",71
"3838",2014,4,"06075012202",511
"3839",2014,4,"06075012302",236
"3840",2014,4,"06075015801",277
"3841",2014,4,"06075032601",327
"3842",2014,4,"06075060700",487
"3843",2014,4,"06075025200",655
"3844",2014,4,"06075015100",331
"3845",2014,4,"06075012902",296
"3846",2014,4,"06075010900",288
"3847",2014,4,"06075015802",146
"3848",2014,4,"06075023300",137
"3849",2014,4,"06075017101",308
"3850",2014,4,"06075017000",378
"3851",2014,4,"06075021600",182
"3852",2014,4,"06075022802",250
"3853",2014,4,"06075011901",131
"3854",2014,4,"06075010500",394
"3855",2014,4,"06075015600",147
"3856",2014,4,"06075031400",349
"3857",2014,4,"06075026002",161
"3858",2014,4,"06075015200",187
"3859",2014,4,"06075017801",227
"3860",2014,4,"06075013102",117
"3861",2014,4,"06075015900",237
"3862",2014,4,"06075012800",341
"3863",2014,4,"06075012901",99
"3864",2014,4,"06075020401",264
"3865",2014,4,"06075026302",150
"3866",2014,4,"06075025100",388
"3867",2014,4,"06075030600",110
"3868",2014,4,"06075026003",161
"3869",2014,4,"06075021700",256
"3870",2014,4,"06075060400",131
"3871",2014,4,"06075035202",223
"3872",2014,4,"06075021300",206
"3873",2014,4,"06075013200",167
"3874",2014,4,"06075033203",31
"3875",2014,4,"06075013500",138
"3876",2014,4,"06075030102",204
"3877",2014,4,"06075042602",135
"3878",2014,4,"06075020500",326
"3879",2014,4,"06075032902",112
"3880",2014,4,"06075030500",137
"3881",2014,4,"06075025800",229
"3882",2014,4,"06075012700",182
"3883",2014,4,"06075033201",57
"3884",2014,4,"06075035100",269
"3885",2014,4,"06075023103",133
"3886",2014,4,"06075032602",150
"3887",2014,4,"06075980600",19
"3888",2014,4,"06075025402",135
"3889",2014,4,"06075031301",148
"3890",2014,4,"06075021200",182
"3891",2014,4,"06075033100",237
"3892",2014,4,"06075011800",226
"3893",2014,4,"06075022702",98
"3894",2014,4,"06075026404",58
"3895",2014,4,"06075060100",29
"3896",2014,4,"06075060502",44
"3897",2014,4,"06075026403",201
"3898",2014,4,"06075012601",83
"3899",2014,4,"06075033204",22
"3900",2014,4,"06075017902",27
"3901",2015,1,"06075047902",294
"3902",2015,1,"06075061500",1059
"3903",2015,1,"06075011902",251
"3904",2015,1,"06075026302",167
"3905",2015,1,"06075031000",239
"3906",2015,1,"06075018000",670
"3907",2015,1,"06075011700",676
"3908",2015,1,"06075015802",231
"3909",2015,1,"06075015500",288
"3910",2015,1,"06075021300",227
"3911",2015,1,"06075012902",303
"3912",2015,1,"06075017000",452
"3913",2015,1,"06075010600",730
"3914",2015,1,"06075015200",223
"3915",2015,1,"06075012402",940
"3916",2015,1,"06075015300",190
"3917",2015,1,"06075016700",888
"3918",2015,1,"06075016600",1050
"3919",2015,1,"06075022901",497
"3920",2015,1,"06075022803",355
"3921",2015,1,"06075016300",532
"3922",2015,1,"06075017601",1475
"3923",2015,1,"06075020900",633
"3924",2015,1,"06075022903",420
"3925",2015,1,"06075035100",268
"3926",2015,1,"06075035202",211
"3927",2015,1,"06075026200",252
"3928",2015,1,"06075017802",1306
"3929",2015,1,"06075031302",380
"3930",2015,1,"06075040200",475
"3931",2015,1,"06075017700",2236
"3932",2015,1,"06075025403",273
"3933",2015,1,"06075010300",239
"3934",2015,1,"06075030201",168
"3935",2015,1,"06075020200",1055
"3936",2015,1,"06075016801",698
"3937",2015,1,"06075010800",346
"3938",2015,1,"06075026100",463
"3939",2015,1,"06075980900",714
"3940",2015,1,"06075020401",314
"3941",2015,1,"06075022801",1057
"3942",2015,1,"06075025702",534
"3943",2015,1,"06075020300",632
"3944",2015,1,"06075012700",179
"3945",2015,1,"06075033000",374
"3946",2015,1,"06075016900",637
"3947",2015,1,"06075012202",356
"3948",2015,1,"06075020500",322
"3949",2015,1,"06075035300",275
"3950",2015,1,"06075035400",354
"3951",2015,1,"06075012000",511
"3952",2015,1,"06075010200",329
"3953",2015,1,"06075010900",307
"3954",2015,1,"06075015600",209
"3955",2015,1,"06075047702",147
"3956",2015,1,"06075011100",723
"3957",2015,1,"06075012602",176
"3958",2015,1,"06075011000",491
"3959",2015,1,"06075010500",337
"3960",2015,1,"06075032601",362
"3961",2015,1,"06075020100",2227
"3962",2015,1,"06075980200",77
"3963",2015,1,"06075025701",419
"3964",2015,1,"06075012100",287
"3965",2015,1,"06075025800",257
"3966",2015,1,"06075016200",784
"3967",2015,1,"06075012301",315
"3968",2015,1,"06075017101",381
"3969",2015,1,"06075061100",319
"3970",2015,1,"06075015100",302
"3971",2015,1,"06075011300",171
"3972",2015,1,"06075047802",228
"3973",2015,1,"06075042700",226
"3974",2015,1,"06075061200",596
"3975",2015,1,"06075026001",282
"3976",2015,1,"06075030800",339
"3977",2015,1,"06075022600",392
"3978",2015,1,"06075015900",273
"3979",2015,1,"06075023200",415
"3980",2015,1,"06075031400",354
"3981",2015,1,"06075026003",228
"3982",2015,1,"06075016100",328
"3983",2015,1,"06075980300",646
"3984",2015,1,"06075025500",539
"3985",2015,1,"06075023400",309
"3986",2015,1,"06075042602",207
"3987",2015,1,"06075010700",330
"3988",2015,1,"06075012501",666
"3989",2015,1,"06075012800",259
"3990",2015,1,"06075016500",457
"3991",2015,1,"06075032901",204
"3992",2015,1,"06075035201",300
"3993",2015,1,"06075032801",124
"3994",2015,1,"06075012401",399
"3995",2015,1,"06075013300",210
"3996",2015,1,"06075047701",229
"3997",2015,1,"06075031100",586
"3998",2015,1,"06075026404",76
"3999",2015,1,"06075047901",373
"4000",2015,1,"06075016000",250
"4001",2015,1,"06075047801",240
"4002",2015,1,"06075030900",464
"4003",2015,1,"06075015700",673
"4004",2015,1,"06075015400",397
"4005",2015,1,"06075042800",207
"4006",2015,1,"06075025600",237
"4007",2015,1,"06075020800",3386
"4008",2015,1,"06075012201",435
"4009",2015,1,"06075032902",152
"4010",2015,1,"06075012302",156
"4011",2015,1,"06075032802",108
"4012",2015,1,"06075032700",287
"4013",2015,1,"06075011901",147
"4014",2015,1,"06075012601",72
"4015",2015,1,"06075016802",684
"4016",2015,1,"06075020700",1307
"4017",2015,1,"06075021000",307
"4018",2015,1,"06075011200",271
"4019",2015,1,"06075026004",213
"4020",2015,1,"06075013400",223
"4021",2015,1,"06075013000",287
"4022",2015,1,"06075026403",268
"4023",2015,1,"06075061000",442
"4024",2015,1,"06075021400",203
"4025",2015,1,"06075010100",244
"4026",2015,1,"06075022802",295
"4027",2015,1,"06075025200",644
"4028",2015,1,"06075047600",402
"4029",2015,1,"06075032602",143
"4030",2015,1,"06075045200",563
"4031",2015,1,"06075021700",255
"4032",2015,1,"06075026303",177
"4033",2015,1,"06075026002",163
"4034",2015,1,"06075031201",303
"4035",2015,1,"06075030301",239
"4036",2015,1,"06075021500",299
"4037",2015,1,"06075020600",807
"4038",2015,1,"06075026301",321
"4039",2015,1,"06075025300",652
"4040",2015,1,"06075060700",505
"4041",2015,1,"06075023300",132
"4042",2015,1,"06075017801",148
"4043",2015,1,"06075011800",141
"4044",2015,1,"06075010400",343
"4045",2015,1,"06075025100",463
"4046",2015,1,"06075025401",366
"4047",2015,1,"06075021800",276
"4048",2015,1,"06075030700",377
"4049",2015,1,"06075030102",269
"4050",2015,1,"06075033100",212
"4051",2015,1,"06075022704",143
"4052",2015,1,"06075030202",287
"4053",2015,1,"06075015801",369
"4054",2015,1,"06075026402",143
"4055",2015,1,"06075045100",284
"4056",2015,1,"06075030600",107
"4057",2015,1,"06075021200",189
"4058",2015,1,"06075030101",328
"4059",2015,1,"06075012502",310
"4060",2015,1,"06075021100",237
"4061",2015,1,"06075017102",458
"4062",2015,1,"06075030500",125
"4063",2015,1,"06075033201",50
"4064",2015,1,"06075023001",302
"4065",2015,1,"06075021600",221
"4066",2015,1,"06075040100",319
"4067",2015,1,"06075025402",161
"4068",2015,1,"06075023003",141
"4069",2015,1,"06075031202",139
"4070",2015,1,"06075060400",163
"4071",2015,1,"06075022902",220
"4072",2015,1,"06075030400",236
"4073",2015,1,"06075020402",412
"4074",2015,1,"06075030302",194
"4075",2015,1,"06075031301",111
"4076",2015,1,"06075016400",544
"4077",2015,1,"06075060100",37
"4078",2015,1,"06075025900",260
"4079",2015,1,"06075980501",217
"4080",2015,1,"06075013200",128
"4081",2015,1,"06075033203",15
"4082",2015,1,"06075013101",128
"4083",2015,1,"06075061400",502
"4084",2015,1,"06075013102",190
"4085",2015,1,"06075013500",137
"4086",2015,1,"06075042601",185
"4087",2015,1,"06075012901",101
"4088",2015,1,"06075033204",17
"4089",2015,1,"06075017902",32
"4090",2015,1,"06075023103",126
"4091",2015,1,"06075060502",126
"4092",2015,1,"06075023102",147
"4093",2015,1,"06075026401",83
"4094",2015,1,"06075022702",93
"4095",2015,1,"06075980600",19
"4096",2015,2,"06075042800",218
"4097",2015,2,"06075020600",832
"4098",2015,2,"06075035300",257
"4099",2015,2,"06075016802",714
"4100",2015,2,"06075047901",449
"4101",2015,2,"06075013300",227
"4102",2015,2,"06075016600",1108
"4103",2015,2,"06075033201",54
"4104",2015,2,"06075032602",139
"4105",2015,2,"06075061200",475
"4106",2015,2,"06075060400",136
"4107",2015,2,"06075017601",2050
"4108",2015,2,"06075017700",2792
"4109",2015,2,"06075020300",593
"4110",2015,2,"06075047801",268
"4111",2015,2,"06075030900",322
"4112",2015,2,"06075035400",423
"4113",2015,2,"06075011000",453
"4114",2015,2,"06075040100",348
"4115",2015,2,"06075035100",242
"4116",2015,2,"06075020700",1332
"4117",2015,2,"06075017802",1211
"4118",2015,2,"06075010200",414
"4119",2015,2,"06075011300",254
"4120",2015,2,"06075015700",585
"4121",2015,2,"06075031302",375
"4122",2015,2,"06075012602",167
"4123",2015,2,"06075020100",2765
"4124",2015,2,"06075025900",272
"4125",2015,2,"06075030301",269
"4126",2015,2,"06075020800",3555
"4127",2015,2,"06075016700",770
"4128",2015,2,"06075011700",1038
"4129",2015,2,"06075060100",61
"4130",2015,2,"06075061100",734
"4131",2015,2,"06075047600",371
"4132",2015,2,"06075033000",367
"4133",2015,2,"06075013101",106
"4134",2015,2,"06075013000",249
"4135",2015,2,"06075012902",312
"4136",2015,2,"06075016200",931
"4137",2015,2,"06075022801",865
"4138",2015,2,"06075025701",566
"4139",2015,2,"06075023200",338
"4140",2015,2,"06075012402",1253
"4141",2015,2,"06075026404",47
"4142",2015,2,"06075012800",378
"4143",2015,2,"06075022802",321
"4144",2015,2,"06075025300",562
"4145",2015,2,"06075012202",443
"4146",2015,2,"06075061000",300
"4147",2015,2,"06075012501",928
"4148",2015,2,"06075017801",227
"4149",2015,2,"06075025702",636
"4150",2015,2,"06075042700",216
"4151",2015,2,"06075017102",442
"4152",2015,2,"06075023003",112
"4153",2015,2,"06075020500",264
"4154",2015,2,"06075022803",296
"4155",2015,2,"06075020900",754
"4156",2015,2,"06075045200",466
"4157",2015,2,"06075061500",1615
"4158",2015,2,"06075015400",508
"4159",2015,2,"06075011902",239
"4160",2015,2,"06075011200",199
"4161",2015,2,"06075010400",361
"4162",2015,2,"06075032802",106
"4163",2015,2,"06075011100",775
"4164",2015,2,"06075026001",295
"4165",2015,2,"06075980900",770
"4166",2015,2,"06075060700",711
"4167",2015,2,"06075022903",578
"4168",2015,2,"06075032601",363
"4169",2015,2,"06075025800",268
"4170",2015,2,"06075040200",479
"4171",2015,2,"06075012301",310
"4172",2015,2,"06075030400",220
"4173",2015,2,"06075030500",187
"4174",2015,2,"06075016400",461
"4175",2015,2,"06075012502",365
"4176",2015,2,"06075012401",600
"4177",2015,2,"06075012201",484
"4178",2015,2,"06075031400",308
"4179",2015,2,"06075016300",602
"4180",2015,2,"06075015100",334
"4181",2015,2,"06075015900",285
"4182",2015,2,"06075010600",802
"4183",2015,2,"06075023001",233
"4184",2015,2,"06075026301",380
"4185",2015,2,"06075020200",942
"4186",2015,2,"06075022901",438
"4187",2015,2,"06075012302",330
"4188",2015,2,"06075023300",116
"4189",2015,2,"06075026403",252
"4190",2015,2,"06075032901",183
"4191",2015,2,"06075025200",713
"4192",2015,2,"06075031100",544
"4193",2015,2,"06075012100",466
"4194",2015,2,"06075025100",491
"4195",2015,2,"06075016500",451
"4196",2015,2,"06075047701",274
"4197",2015,2,"06075025600",353
"4198",2015,2,"06075012700",165
"4199",2015,2,"06075026100",438
"4200",2015,2,"06075032700",271
"4201",2015,2,"06075010800",343
"4202",2015,2,"06075030202",358
"4203",2015,2,"06075025500",567
"4204",2015,2,"06075016801",914
"4205",2015,2,"06075018000",869
"4206",2015,2,"06075042601",211
"4207",2015,2,"06075013400",171
"4208",2015,2,"06075032801",133
"4209",2015,2,"06075047802",221
"4210",2015,2,"06075026402",181
"4211",2015,2,"06075021500",239
"4212",2015,2,"06075022902",179
"4213",2015,2,"06075025403",247
"4214",2015,2,"06075030302",187
"4215",2015,2,"06075020402",255
"4216",2015,2,"06075022600",420
"4217",2015,2,"06075012000",553
"4218",2015,2,"06075010900",273
"4219",2015,2,"06075016900",657
"4220",2015,2,"06075010300",263
"4221",2015,2,"06075021700",270
"4222",2015,2,"06075025402",160
"4223",2015,2,"06075017902",38
"4224",2015,2,"06075023102",147
"4225",2015,2,"06075015802",265
"4226",2015,2,"06075016100",367
"4227",2015,2,"06075045100",324
"4228",2015,2,"06075026303",97
"4229",2015,2,"06075021800",316
"4230",2015,2,"06075033204",16
"4231",2015,2,"06075026200",250
"4232",2015,2,"06075010100",435
"4233",2015,2,"06075047902",269
"4234",2015,2,"06075017101",398
"4235",2015,2,"06075033100",131
"4236",2015,2,"06075032902",144
"4237",2015,2,"06075980300",722
"4238",2015,2,"06075017000",415
"4239",2015,2,"06075022702",109
"4240",2015,2,"06075061400",253
"4241",2015,2,"06075015300",270
"4242",2015,2,"06075030700",341
"4243",2015,2,"06075030101",313
"4244",2015,2,"06075021600",194
"4245",2015,2,"06075023400",261
"4246",2015,2,"06075021400",196
"4247",2015,2,"06075030102",276
"4248",2015,2,"06075021100",209
"4249",2015,2,"06075030201",225
"4250",2015,2,"06075026401",105
"4251",2015,2,"06075013102",113
"4252",2015,2,"06075980501",153
"4253",2015,2,"06075021300",203
"4254",2015,2,"06075021000",244
"4255",2015,2,"06075031000",193
"4256",2015,2,"06075026002",149
"4257",2015,2,"06075026004",233
"4258",2015,2,"06075021200",154
"4259",2015,2,"06075025401",310
"4260",2015,2,"06075013200",141
"4261",2015,2,"06075026302",141
"4262",2015,2,"06075011901",167
"4263",2015,2,"06075030600",123
"4264",2015,2,"06075020401",289
"4265",2015,2,"06075011800",203
"4266",2015,2,"06075015500",430
"4267",2015,2,"06075031301",122
"4268",2015,2,"06075010700",407
"4269",2015,2,"06075015801",335
"4270",2015,2,"06075013500",153
"4271",2015,2,"06075015200",237
"4272",2015,2,"06075016000",308
"4273",2015,2,"06075042602",189
"4274",2015,2,"06075031201",297
"4275",2015,2,"06075035202",258
"4276",2015,2,"06075015600",202
"4277",2015,2,"06075012601",94
"4278",2015,2,"06075010500",547
"4279",2015,2,"06075030800",561
"4280",2015,2,"06075026003",213
"4281",2015,2,"06075031202",129
"4282",2015,2,"06075060502",60
"4283",2015,2,"06075035201",316
"4284",2015,2,"06075047702",171
"4285",2015,2,"06075023103",100
"4286",2015,2,"06075012901",80
"4287",2015,2,"06075980600",37
"4288",2015,2,"06075022704",102
"4289",2015,2,"06075033203",13
"4290",2015,2,"06075980200",70
"4291",2015,3,"06075020300",599
"4292",2015,3,"06075017601",2148
"4293",2015,3,"06075020800",1785
"4294",2015,3,"06075017700",2717
"4295",2015,3,"06075016900",641
"4296",2015,3,"06075020100",2833
"4297",2015,3,"06075025100",654
"4298",2015,3,"06075020200",908
"4299",2015,3,"06075016200",661
"4300",2015,3,"06075061400",272
"4301",2015,3,"06075012202",521
"4302",2015,3,"06075030202",339
"4303",2015,3,"06075060502",61
"4304",2015,3,"06075016300",633
"4305",2015,3,"06075017101",392
"4306",2015,3,"06075047702",157
"4307",2015,3,"06075047801",303
"4308",2015,3,"06075020600",625
"4309",2015,3,"06075011902",228
"4310",2015,3,"06075011000",479
"4311",2015,3,"06075026301",327
"4312",2015,3,"06075012000",520
"4313",2015,3,"06075045100",391
"4314",2015,3,"06075030900",305
"4315",2015,3,"06075015600",228
"4316",2015,3,"06075030101",311
"4317",2015,3,"06075025702",591
"4318",2015,3,"06075022902",203
"4319",2015,3,"06075047902",447
"4320",2015,3,"06075061500",1293
"4321",2015,3,"06075033000",450
"4322",2015,3,"06075047802",295
"4323",2015,3,"06075023003",145
"4324",2015,3,"06075011100",723
"4325",2015,3,"06075042700",261
"4326",2015,3,"06075010300",261
"4327",2015,3,"06075016600",998
"4328",2015,3,"06075017802",1288
"4329",2015,3,"06075047701",263
"4330",2015,3,"06075015500",292
"4331",2015,3,"06075011700",691
"4332",2015,3,"06075010600",692
"4333",2015,3,"06075030301",322
"4334",2015,3,"06075012100",308
"4335",2015,3,"06075035100",303
"4336",2015,3,"06075012902",295
"4337",2015,3,"06075020402",285
"4338",2015,3,"06075021700",305
"4339",2015,3,"06075020401",268
"4340",2015,3,"06075010400",450
"4341",2015,3,"06075016000",229
"4342",2015,3,"06075015400",450
"4343",2015,3,"06075980200",60
"4344",2015,3,"06075032601",320
"4345",2015,3,"06075023103",145
"4346",2015,3,"06075010500",311
"4347",2015,3,"06075033201",56
"4348",2015,3,"06075022903",585
"4349",2015,3,"06075022901",439
"4350",2015,3,"06075022801",818
"4351",2015,3,"06075015900",291
"4352",2015,3,"06075021100",229
"4353",2015,3,"06075011200",295
"4354",2015,3,"06075032802",177
"4355",2015,3,"06075017000",451
"4356",2015,3,"06075026200",328
"4357",2015,3,"06075980300",650
"4358",2015,3,"06075010200",335
"4359",2015,3,"06075021800",207
"4360",2015,3,"06075032700",279
"4361",2015,3,"06075012201",439
"4362",2015,3,"06075030400",244
"4363",2015,3,"06075015802",253
"4364",2015,3,"06075016400",431
"4365",2015,3,"06075017102",430
"4366",2015,3,"06075025600",317
"4367",2015,3,"06075013200",181
"4368",2015,3,"06075013101",127
"4369",2015,3,"06075010900",278
"4370",2015,3,"06075060700",593
"4371",2015,3,"06075010700",376
"4372",2015,3,"06075016700",876
"4373",2015,3,"06075025500",658
"4374",2015,3,"06075025300",668
"4375",2015,3,"06075025200",857
"4376",2015,3,"06075016802",691
"4377",2015,3,"06075026303",110
"4378",2015,3,"06075017801",116
"4379",2015,3,"06075022803",278
"4380",2015,3,"06075016500",473
"4381",2015,3,"06075012302",227
"4382",2015,3,"06075015200",312
"4383",2015,3,"06075015700",523
"4384",2015,3,"06075012402",1061
"4385",2015,3,"06075012501",765
"4386",2015,3,"06075016801",743
"4387",2015,3,"06075012401",541
"4388",2015,3,"06075025701",445
"4389",2015,3,"06075026002",183
"4390",2015,3,"06075021000",259
"4391",2015,3,"06075021200",181
"4392",2015,3,"06075026403",201
"4393",2015,3,"06075061200",600
"4394",2015,3,"06075061100",606
"4395",2015,3,"06075980900",806
"4396",2015,3,"06075015100",271
"4397",2015,3,"06075023400",357
"4398",2015,3,"06075021300",231
"4399",2015,3,"06075026100",475
"4400",2015,3,"06075026004",206
"4401",2015,3,"06075035400",396
"4402",2015,3,"06075025403",347
"4403",2015,3,"06075022702",105
"4404",2015,3,"06075030800",355
"4405",2015,3,"06075020700",641
"4406",2015,3,"06075026402",205
"4407",2015,3,"06075061000",248
"4408",2015,3,"06075013000",227
"4409",2015,3,"06075020500",337
"4410",2015,3,"06075031302",412
"4411",2015,3,"06075031201",230
"4412",2015,3,"06075031202",111
"4413",2015,3,"06075011300",209
"4414",2015,3,"06075042601",233
"4415",2015,3,"06075030600",121
"4416",2015,3,"06075026401",103
"4417",2015,3,"06075035202",247
"4418",2015,3,"06075030700",357
"4419",2015,3,"06075980501",238
"4420",2015,3,"06075040200",594
"4421",2015,3,"06075047600",418
"4422",2015,3,"06075026003",234
"4423",2015,3,"06075020900",721
"4424",2015,3,"06075025401",392
"4425",2015,3,"06075035300",277
"4426",2015,3,"06075012502",334
"4427",2015,3,"06075010800",336
"4428",2015,3,"06075032902",138
"4429",2015,3,"06075011901",153
"4430",2015,3,"06075032801",149
"4431",2015,3,"06075031400",336
"4432",2015,3,"06075025800",266
"4433",2015,3,"06075025900",231
"4434",2015,3,"06075035201",351
"4435",2015,3,"06075023200",440
"4436",2015,3,"06075047901",392
"4437",2015,3,"06075042602",197
"4438",2015,3,"06075031100",561
"4439",2015,3,"06075018000",666
"4440",2015,3,"06075030302",216
"4441",2015,3,"06075015801",270
"4442",2015,3,"06075026001",309
"4443",2015,3,"06075023102",163
"4444",2015,3,"06075023001",291
"4445",2015,3,"06075032901",199
"4446",2015,3,"06075011800",131
"4447",2015,3,"06075015300",232
"4448",2015,3,"06075045200",543
"4449",2015,3,"06075022600",372
"4450",2015,3,"06075010100",293
"4451",2015,3,"06075060100",60
"4452",2015,3,"06075021500",297
"4453",2015,3,"06075032602",163
"4454",2015,3,"06075025402",249
"4455",2015,3,"06075033100",125
"4456",2015,3,"06075042800",203
"4457",2015,3,"06075013400",232
"4458",2015,3,"06075031301",146
"4459",2015,3,"06075030102",264
"4460",2015,3,"06075031000",182
"4461",2015,3,"06075012800",304
"4462",2015,3,"06075012700",125
"4463",2015,3,"06075016100",389
"4464",2015,3,"06075013300",207
"4465",2015,3,"06075021400",214
"4466",2015,3,"06075026302",172
"4467",2015,3,"06075030500",165
"4468",2015,3,"06075030201",314
"4469",2015,3,"06075060400",82
"4470",2015,3,"06075022704",189
"4471",2015,3,"06075023300",167
"4472",2015,3,"06075012301",283
"4473",2015,3,"06075040100",306
"4474",2015,3,"06075013102",140
"4475",2015,3,"06075012601",98
"4476",2015,3,"06075033203",11
"4477",2015,3,"06075022802",281
"4478",2015,3,"06075021600",219
"4479",2015,3,"06075013500",189
"4480",2015,3,"06075026404",55
"4481",2015,3,"06075012602",154
"4482",2015,3,"06075012901",122
"4483",2015,3,"06075033204",13
"4484",2015,3,"06075017902",26
"4485",2015,3,"06075980600",12
"4486",2015,4,"06075020600",820
"4487",2015,4,"06075020500",485
"4488",2015,4,"06075020700",755
"4489",2015,4,"06075026302",171
"4490",2015,4,"06075030400",282
"4491",2015,4,"06075020800",1642
"4492",2015,4,"06075020200",888
"4493",2015,4,"06075022801",1143
"4494",2015,4,"06075020300",709
"4495",2015,4,"06075021200",160
"4496",2015,4,"06075012401",1034
"4497",2015,4,"06075033000",427
"4498",2015,4,"06075023103",530
"4499",2015,4,"06075012000",515
"4500",2015,4,"06075015500",302
"4501",2015,4,"06075020100",3119
"4502",2015,4,"06075018000",890
"4503",2015,4,"06075012502",438
"4504",2015,4,"06075017601",2589
"4505",2015,4,"06075015400",430
"4506",2015,4,"06075017102",415
"4507",2015,4,"06075032601",326
"4508",2015,4,"06075015100",274
"4509",2015,4,"06075030700",354
"4510",2015,4,"06075061500",1614
"4511",2015,4,"06075010600",672
"4512",2015,4,"06075031100",550
"4513",2015,4,"06075012501",929
"4514",2015,4,"06075022600",370
"4515",2015,4,"06075022704",205
"4516",2015,4,"06075010700",470
"4517",2015,4,"06075040200",590
"4518",2015,4,"06075010300",271
"4519",2015,4,"06075025701",486
"4520",2015,4,"06075025702",694
"4521",2015,4,"06075032801",195
